iter	Logloss
795	0.1229377938
796	0.12291657
797	0.1228478202
798	0.1228109183
799	0.1227900672
800	0.1227794646
801	0.122730564
802	0.1226838143
803	0.1226539247
804	0.1226019773
805	0.1225252566
806	0.1224926434
807	0.1224234889
808	0.1223947645
809	0.1223584957
810	0.122308308
811	0.1222893669
812	0.1222558749
813	0.1222187704
814	0.1221839071
815	0.1221487024
816	0.1220884731
817	0.1220549387
818	0.1220205821
819	0.1219942181
820	0.1219507292
821	0.1219151055
822	0.1218943593
823	0.1218712659
824	0.1218317371
825	0.1217912838
826	0.121757045
827	0.121696631
828	0.1216695167
829	0.1216208993
830	0.1215878781
831	0.1215705201
832	0.1215201252
833	0.1214723756
834	0.1214432991
835	0.1214265118
836	0.121392351
837	0.1213586381
838	0.1212924918
839	0.1212371525
840	0.1211984997
841	0.121168325
842	0.1211420877
843	0.1210922616
844	0.1210485084
845	0.1210009962
846	0.1209803393
847	0.120945294
848	0.1209218524
849	0.120891683
850	0.1208657357
851	0.1208606347
852	0.1208259425
853	0.1208063931
854	0.1207660376
855	0.120728774
856	0.1206828644
857	0.1206713066
858	0.1206451621
859	0.1206093147
860	0.1205965412
861	0.1205487547
862	0.1205080623
863	0.120449776
864	0.1203901291
865	0.1203675628
866	0.1203144921
867	0.1202912839
868	0.1202513691
869	0.1202111537
870	0.1201859792
871	0.1201448968
872	0.1200674793
873	0.1200092649
874	0.1199516069
875	0.1199182385
876	0.119887153
877	0.1198611382
878	0.1198182094
879	0.119774048
880	0.1197336969
881	0.1196906687
882	0.1196643072
883	0.1196214346
884	0.1195686286
885	0.119546437
886	0.1195158813
887	0.1195001594
888	0.1194734121
889	0.119436459
890	0.1193903871
891	0.1193663623
892	0.1193284912
893	0.1192847587
894	0.1192456317
895	0.1192018837
896	0.1191768218
897	0.1191573094
898	0.1190970184
899	0.1190497852
900	0.1190092611
901	0.118949312
902	0.1189003233
903	0.1188326946
904	0.1188144902
905	0.1187806102
906	0.1187408869
907	0.11870172
908	0.118680057
909	0.1186360175
910	0.1186155438
911	0.1185781416
912	0.1185439186
913	0.1185028071
914	0.1184729039
915	0.1184385382
916	0.1184191538
917	0.1183859457
918	0.1183549287
919	0.1183076799
920	0.1182660558
921	0.1182122101
922	0.1181817347
923	0.1181507329
924	0.1181093081
925	0.1180754983
926	0.1180216605
927	0.1179934729
928	0.1179598785
929	0.117928839
930	0.1178646072
931	0.1178194542
932	0.1177558404
933	0.1177316966
934	0.1177091442
935	0.1176878077
936	0.1176590954
937	0.1176466242
938	0.1175462258
939	0.1174879617
940	0.1174674142
941	0.1174403031
942	0.1174103368
943	0.1173973581
944	0.1173486761
945	0.1173278776
946	0.1172749295
947	0.1172307351
948	0.1171731438
949	0.1171265359
950	0.1170999033
951	0.1170370989
952	0.1170011335
953	0.1169534805
954	0.1169211709
955	0.1168975279
956	0.1168748533
957	0.1168343614
958	0.1168087005
959	0.1167918036
960	0.1167478095
961	0.1167274576
962	0.1167050574
963	0.1166856935
964	0.1166162585
965	0.1165850778
966	0.1165320039
967	0.1164819263
968	0.1164463586
969	0.1164228914
970	0.1164038125
971	0.1163739804
972	0.1163485146
973	0.1163232849
974	0.1162896702
975	0.1162668996
976	0.1162432427
977	0.116198737
978	0.1161448112
979	0.1161314893
980	0.1160817491
981	0.116059169
982	0.1160175084
983	0.1159941234
984	0.1159352474
985	0.1158649054
986	0.115819678
987	0.1157732726
988	0.1157200891
989	0.1156736856
990	0.1156493973
991	0.1156148477
992	0.1155843868
993	0.11550703
994	0.1154740586
995	0.1154316625
996	0.115379785
997	0.1153598895
998	0.1153243334
999	0.1152907385
